"Prime Contract ID","Contract Includes Sub Vendors","Vendor Record Type","Prime Vendor","Prime Vendor M/WBE Category","Prime Contract Purpose","Prime Contract Current Amount","Prime Contract Original Amount","Prime Vendor Spend to Date","Prime Contract Start Date","Prime Contract End Date","Prime Contract Registration Date","Prime Woman Owned Business","Prime Emerging Business","Prime Contracting Agency","OCA Number","Prime Contract Version","FMS Document/Parent Contract ID","Prime Contract Type","Prime Contract Award Method","Prime Contract Expense Category","Prime Contract Industry","Prime Contract PIN","Prime Contract APT PIN","% COVID Spending","% Other Spending","Sub Vendor","Sub Vendor M/WBE Category","Sub Contract Purpose","Subcontract Status","Sub Contract Industry","Sub Contract Current Amount","Sub Contract Original Amount","Sub Vendor Paid to Date","Sub Contract Start Date","Sub Contract End Date","Sub Contract Reference ID","Sub Woman Owned Business","Sub Emerging Business"
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,HEALTH PEOPLE INC.,Non-M/WBE,Health Advocacy Partners,No Subcontract Payments Submitted,Human Services,982326.00,982326.00,0.00,2024-01-01,2024-06-30,455,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Destination Tomorrow Inc,Non-M/WBE,The Unity Project,No Subcontract Payments Submitted,Human Services,10000.00,10000.00,0.00,2024-04-01,2024-06-30,453,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,"COMMUNITY MEDIATION SERVICES, INC.",Non-M/WBE,Health Advocacy Partners,No Subcontract Payments Submitted,Human Services,982326.00,982326.00,0.00,2024-01-01,2024-06-30,456,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,FUND FOR THE CITY OF NEW YORK,Non-M/WBE,Public Health Corp PHC,No Subcontract Payments Submitted,Human Services,98000.00,98000.00,0.00,2023-10-01,2024-06-30,458,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,TRANSLATINA NETWORK INC,Non-M/WBE,The Unity Project,No Subcontract Payments Submitted,Human Services,10000.00,10000.00,0.00,2024-04-01,2024-06-30,454,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,OCEAN BAY COMMUNITY DEVELOPMENT CORPORATION,Non-M/WBE,Public Health Corps PHC,No Subcontract Payments Submitted,Human Services,98000.00,98000.00,0.00,2023-10-01,2024-06-30,457,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,"COMMUNITY HEALTHCARE NETWORK, INC.",Non-M/WBE,Health Justice Network,No Subcontract Payments Submitted,Human Services,112026.00,112026.00,0.00,2024-01-01,2024-06-30,452,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,LAKESHORE LEARNING MATERIALS LLC,Non-M/WBE,Vendor will provide child care center supplies for the Quality Child Care Initiative in FY24,No Subcontract Payments Submitted,Goods,18000.00,10000.00,0.00,2023-07-01,2024-06-30,442,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,KAPLAN EARLY LEARNING COMPANY,Non-M/WBE,Vendor will provide child care center supplies for the Quality Child Care Initiative in FY24,No Subcontract Payments Submitted,Goods,18000.00,10000.00,0.00,2023-07-01,2024-06-30,441,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Masada Mathew,Non-M/WBE,Citywide Doula Initiative,No Subcontract Payments Submitted,Human Services,3000.00,3000.00,0.00,2024-04-01,2024-06-30,451,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,LESBIAN AND GAY COMMUNITY SERVICE CENTER INC,Non-M/WBE,CAMP Coalitions,No Subcontract Payments Submitted,Professional Services,138000.00,115000.00,0.00,2023-07-06,2024-06-30,378,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,NEW YORK UNIVERSITY,Non-M/WBE,PECE Outreach,No Subcontract Payments Submitted,Professional Services,43333.00,40000.00,0.00,2023-07-01,2024-06-30,439,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,JUSTICE INNOVATION INC,Non-M/WBE,Health Justice Network,No Subcontract Payments Submitted,Human Services,53840.00,53840.00,0.00,2024-01-01,2024-06-30,450,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,LA NUEVA ESPERANZA INC,Non-M/WBE,Peer-Enhanced Community Engagement (PECE Outreach),No Subcontract Payments Submitted,Professional Services,43333.00,40000.00,0.00,2023-07-06,2024-06-30,395,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,JANIAN MEDICAL CARE PC,Non-M/WBE,Peer-Enhanced Community Engagement (PECE Outreach),No Subcontract Payments Submitted,Professional Services,43333.00,40000.00,0.00,2023-07-06,2024-06-30,384,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,"THE OSBORNE ASSOCIATION, INC",Non-M/WBE,Health Justice Network,No Subcontract Payments Submitted,Human Services,50990.00,50990.00,0.00,2024-01-01,2024-06-30,449,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,JOSLYN LEVY & ASSOCIATES LLC,Women (Non-Minority),Health Justice Network,No Subcontract Payments Submitted,Professional Services,20000.00,20000.00,0.00,2024-01-01,2024-06-30,448,Yes,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Migdalia Gonzalez,Non-M/WBE,Citywide Doula Initiative,No Subcontract Payments Submitted,Human Services,3000.00,3000.00,0.00,2024-04-01,2024-06-30,447,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Julissy Acosta,Non-M/WBE,Citywide Doula Initiative,No Subcontract Payments Submitted,Human Services,3000.00,3000.00,0.00,2024-04-01,2024-06-30,446,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,HETRICK-MARTIN INSTITUTE INC,Non-M/WBE,Activating Community Coalitions to Prevent Alcohol and Other Drug Use among LGBTQ+ and Other Youth in New York City,No Subcontract Payments Submitted,Professional Services,138000.00,115000.00,0.00,2023-07-06,2024-06-30,385,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,"SERVICES FOR THE UNDERSERVED, INC.",Non-M/WBE,"to deliver Fentanyl Test Strips (FTS), informational materials, and overdose response training to community members (the ""Project""), in furtherance of the purpose the Peer-Enhanced Community Engagement (PECE) project",No Subcontract Payments Submitted,Professional Services,43333.00,40000.00,0.00,2023-07-06,2024-06-30,396,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Destination Tomorrow Inc,Non-M/WBE,Activating Community Coalitions to Prevent Alcohol and Other Drug Use among LGBTQ+ and Other Youth in New York City,No Subcontract Payments Submitted,Professional Services,138000.00,115000.00,0.00,2023-07-06,2024-06-30,381,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,CAMBA INC,Non-M/WBE,"Activating Community Coalitions to Prevent Alcohol and Other Drug Use among LGBTQ+ and Other Youth in New York City (the ""Project"")",No Subcontract Payments Submitted,Professional Services,138000.00,115000.00,0.00,2023-07-06,2024-06-30,377,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,NDRI USA INCORPORATED,Non-M/WBE,"deliver Fentanyl Test Strips (FTS), informational materials, and overdose response training to community members (the ""Project""), in furtherance of the purpose the Peer-Enhanced Community Engagement (PECE) project",No Subcontract Payments Submitted,Professional Services,25423.00,22090.00,0.00,2023-07-06,2024-06-30,393,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,EAC INC,Non-M/WBE,"deliver Fentanyl Test Strips (FTS), informational materials, and overdose response training to community members (the ""Project""), in furtherance of the purpose of the Peer-Enhanced Community Engagement (PECE) project",No Subcontract Payments Submitted,Professional Services,43333.00,40000.00,0.00,2023-07-06,2024-06-30,379,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Project MotherPath,Non-M/WBE,Provide Grand Rounds and doula presentations and trainings to MHQIN hospitals and outreach at prenatal clinics.,No Subcontract Payments Submitted,Professional Services,99520.00,59520.00,0.00,2022-07-01,2024-06-30,252,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,MONTEFIORE MEDICAL CENTER,Non-M/WBE,BIPOC Youth Suicide Services,No Subcontract Payments Submitted,Human Services,393616.48,393616.48,0.00,2023-11-01,2024-06-30,445,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,WEILL MEDICAL COLLEGE OF CORNELL UNIVERSITY,Non-M/WBE,COTA Prosper Consultants.,No Subcontract Payments Submitted,Professional Services,200000.00,200000.00,0.00,2023-07-01,2024-06-30,444,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Matchup LLC,Non-M/WBE,MATCHUP LLC Purchase Order,No Subcontract Payments Submitted,Professional Services,38500.00,38500.00,0.00,2024-03-10,2024-06-30,440,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,THE CRENULATED COMPANY LTD,Non-M/WBE,YMI Public Health Career Exploration Internship,No Subcontract Payments Submitted,Human Services,10500.00,10500.00,0.00,2024-01-01,2024-04-22,443,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,Brooklyn Youth Sports Club,Non-M/WBE,YMI Public Health Career Exploration Internship,No Subcontract Payments Submitted,Human Services,17500.00,17500.00,0.00,2024-01-01,2024-04-22,438,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,BOOM HEALTH,Non-M/WBE,Northern Bronx Outreach,No Subcontract Payments Submitted,Professional Services,764554.00,764554.00,0.00,2023-07-01,2024-06-30,437,No ,No 
CT181620228800038,Yes,Sub Vendor,FUND FOR PUBLIC HEALTH IN NEW YORK INC,Non-M/WBE,"Develop and Execute New Initiatives, Conduct Demo Project",0.00,0.00,0.00,2021-07-01,2024-06-30,2021-07-23,No ,No ,Department of Health and Mental Hygiene,,528,-,CONSULTANT,NEGOTIATED ACQUISITION AND DOE NEGOTIATED SERVICES,"CONTRACTUAL SERVICES GENERAL, MAINT & OPER OF INFRASTRUCTURE, MENTAL HYGIENE SERVICES, PRINTING CONTRACTS, PROF SERV OTHER, TEMPORARY SERVICES",Professional Services,81621N0311001A001,"",-,-,THE KINGSBRIDGE HEIGHTS COMMUNITY CENTER INC,Non-M/WBE,YMI Public Health Career Exploration Internship,No Subcontract Payments Submitted,Human Services,10500.00,10500.00,0.00,2024-01-01,2024-04-22,436,No ,No 
